"";"cluster";"source";"target";"size"
"1246";5;"18-AUTOMOTIVE";"43-MEAL REPLACEMENTS";1
"1247";5;"22-GENERAL MERCHANDISE";"26-COMMUNICATION";1
"1248";5;"05-CHILLED PERISHABLES";"22-GENERAL MERCHANDISE";1
"1249";3;"03-SNACKS";"19-AUTOMOTIVE SERVICES";1
"1250";3;"22-GENERAL MERCHANDISE";"99-SYSTEM";1
"1251";3;"09-BAKERY";"20-GAS";1
"1252";3;"09-BAKERY";"29-HOT BEVERAGE";1
"1253";3;"31-SERVICES";"32-FOODSERVICE PREPARED ON-SITE";1
"1254";3;"07-ICE";"14-HEALTH AND BEAUTY";1
"1255";3;"11-ICE CREAM";"51-AUSTRALIA POST";1
"1256";3;"32-FOODSERVICE PREPARED ON-SITE";"51-AUSTRALIA POST";1
"1257";3;"02-CONFECTIONERY";"49-LOTTERY/GAMING";1
"1258";3;"31-SERVICES";"56-LOCAL ITEMS";1
"1259";3;"21-PUBLICATIONS";"29-HOT BEVERAGE";1
"1260";3;"13-GROCERY NON FOOD";"19-AUTOMOTIVE SERVICES";1
"1261";3;"10-MILK";"49-LOTTERY/GAMING";1
"1262";3;"05-CHILLED PERISHABLES";"39-LIQUOR";1
"1263";3;"06-FROZEN FOODS";"39-LIQUOR";1
"1264";3;"22-GENERAL MERCHANDISE";"26-COMMUNICATION";1
"1265";3;"05-CHILLED PERISHABLES";"20-GAS";1
"1266";3;"51-AUSTRALIA POST";"56-LOCAL ITEMS";1
"1267";3;"13-GROCERY NON FOOD";"44-TAKE AWAY FOOD PREPARED";1
"1268";3;"06-FROZEN FOODS";"13-GROCERY NON FOOD";1
"1269";3;"09-BAKERY";"19-AUTOMOTIVE SERVICES";1
"1270";3;"20-GAS";"56-LOCAL ITEMS";1
"1271";3;"12-CIGARETTES/TOBACCO";"49-LOTTERY/GAMING";1
"1272";3;"08-BREAD";"39-LIQUOR";1
"1273";3;"03-SNACKS";"49-LOTTERY/GAMING";1
"1274";3;"14-HEALTH AND BEAUTY";"39-LIQUOR";1
"1275";3;"06-FROZEN FOODS";"18-AUTOMOTIVE";1
"1276";3;"20-GAS";"99-SYSTEM";1
"1277";3;"21-PUBLICATIONS";"31-SERVICES";1
"1278";3;"09-BAKERY";"31-SERVICES";1
"1279";3;"06-FROZEN FOODS";"32-FOODSERVICE PREPARED ON-SITE";1
"1280";3;"26-COMMUNICATION";"31-SERVICES";1
"1281";3;"03-SNACKS";"51-AUSTRALIA POST";1
"1282";3;"02-CONFECTIONERY";"20-GAS";1
"1283";3;"11-ICE CREAM";"19-AUTOMOTIVE SERVICES";1
"1284";3;"21-PUBLICATIONS";"44-TAKE AWAY FOOD PREPARED";1
"1285";3;"19-AUTOMOTIVE SERVICES";"21-PUBLICATIONS";1
"1286";2;"12-CIGARETTES/TOBACCO";"19-AUTOMOTIVE SERVICES";1
"1287";2;"32-FOODSERVICE PREPARED ON-SITE";"44-TAKE AWAY FOOD PREPARED";1
"1288";2;"05-CHILLED PERISHABLES";"20-GAS";1
"1289";2;"10-MILK";"51-AUSTRALIA POST";1
"1290";2;"31-SERVICES";"43-MEAL REPLACEMENTS";1
"1291";2;"06-FROZEN FOODS";"09-BAKERY";1
"1292";2;"01-GROCERY FOOD";"07-ICE";1
"1293";2;"06-FROZEN FOODS";"32-FOODSERVICE PREPARED ON-SITE";1
"1294";2;"26-COMMUNICATION";"99-SYSTEM";1
"1295";2;"22-GENERAL MERCHANDISE";"51-AUSTRALIA POST";1
"1296";2;"02-CONFECTIONERY";"51-AUSTRALIA POST";1
"1297";2;"03-SNACKS";"20-GAS";1
"1298";2;"07-ICE";"18-AUTOMOTIVE";1
"1299";2;"22-GENERAL MERCHANDISE";"44-TAKE AWAY FOOD PREPARED";1
"1300";2;"18-AUTOMOTIVE";"31-SERVICES";1
"1301";2;"12-CIGARETTES/TOBACCO";"29-HOT BEVERAGE";1
"1302";2;"31-SERVICES";"56-LOCAL ITEMS";1
"1303";2;"29-HOT BEVERAGE";"43-MEAL REPLACEMENTS";1
"1304";2;"01-GROCERY FOOD";"31-SERVICES";1
"1305";2;"13-GROCERY NON FOOD";"99-SYSTEM";1
"1306";2;"07-ICE";"13-GROCERY NON FOOD";1
"1307";2;"08-BREAD";"44-TAKE AWAY FOOD PREPARED";1
"1308";2;"06-FROZEN FOODS";"22-GENERAL MERCHANDISE";1
"1309";2;"11-ICE CREAM";"44-TAKE AWAY FOOD PREPARED";1
"1310";2;"14-HEALTH AND BEAUTY";"19-AUTOMOTIVE SERVICES";1
"1311";2;"02-CONFECTIONERY";"29-HOT BEVERAGE";1
"1312";2;"07-ICE";"56-LOCAL ITEMS";1
"1313";2;"21-PUBLICATIONS";"44-TAKE AWAY FOOD PREPARED";1
"1314";2;"03-SNACKS";"31-SERVICES";1
"1315";2;"05-CHILLED PERISHABLES";"29-HOT BEVERAGE";1
"1316";2;"07-ICE";"99-SYSTEM";1
"1317";2;"21-PUBLICATIONS";"31-SERVICES";1
"1318";1;"14-HEALTH AND BEAUTY";"31-SERVICES";1
"1319";1;"09-BAKERY";"31-SERVICES";1
"1320";1;"12-CIGARETTES/TOBACCO";"51-AUSTRALIA POST";1
"1321";1;"31-SERVICES";"43-MEAL REPLACEMENTS";1
"1322";1;"51-AUSTRALIA POST";"99-SYSTEM";1
"1323";1;"04-BEVERAGES";"44-TAKE AWAY FOOD PREPARED";1
"1324";1;"08-BREAD";"19-AUTOMOTIVE SERVICES";1
"1325";1;"32-FOODSERVICE PREPARED ON-SITE";"44-TAKE AWAY FOOD PREPARED";1
"1326";1;"13-GROCERY NON FOOD";"19-AUTOMOTIVE SERVICES";1
"1327";1;"13-GROCERY NON FOOD";"32-FOODSERVICE PREPARED ON-SITE";1
"1328";1;"19-AUTOMOTIVE SERVICES";"56-LOCAL ITEMS";1
"1329";1;"06-FROZEN FOODS";"21-PUBLICATIONS";1
"1330";1;"32-FOODSERVICE PREPARED ON-SITE";"99-SYSTEM";1
"1331";1;"03-SNACKS";"51-AUSTRALIA POST";1
"1332";1;"04-BEVERAGES";"29-HOT BEVERAGE";1
"1333";1;"01-GROCERY FOOD";"22-GENERAL MERCHANDISE";1
"1334";1;"07-ICE";"26-COMMUNICATION";1
"1335";1;"04-BEVERAGES";"20-GAS";1
"1336";1;"22-GENERAL MERCHANDISE";"51-AUSTRALIA POST";1
"1337";1;"08-BREAD";"32-FOODSERVICE PREPARED ON-SITE";1
"1338";1;"03-SNACKS";"20-GAS";1
"1339";1;"05-CHILLED PERISHABLES";"19-AUTOMOTIVE SERVICES";1
"1340";1;"20-GAS";"56-LOCAL ITEMS";1
"1341";1;"05-CHILLED PERISHABLES";"51-AUSTRALIA POST";1
"1342";1;"20-GAS";"22-GENERAL MERCHANDISE";1
"1343";1;"19-AUTOMOTIVE SERVICES";"26-COMMUNICATION";1
"1344";1;"02-CONFECTIONERY";"31-SERVICES";1
"1345";1;"06-FROZEN FOODS";"13-GROCERY NON FOOD";1
"1346";1;"06-FROZEN FOODS";"43-MEAL REPLACEMENTS";1
"1347";1;"32-FOODSERVICE PREPARED ON-SITE";"43-MEAL REPLACEMENTS";1
"1348";1;"14-HEALTH AND BEAUTY";"32-FOODSERVICE PREPARED ON-SITE";1
